target_class,orbital_period,planetary_radius,insolation_flux,equilibrium_temp,stellar_temp,stellar_radius,stellar_mass,distance,transit_duration,transit_depth,data_source,earth_similarity_score,similarity_breakdown,earth_similarity_category
CONFIRMED,21.81295996,3.38,39.33,639.0,5601.0,0.999,0.934,,4.3791,1175.4,kepler,55.69139555701349,"{'planetary_radius': 0.8782124290505072, 'insolation_flux': 0.2656024827112564, 'equilibrium_temp': 0, 'orbital_period': 0.8590961118050457, 'stellar_temp': 0.9115, 'stellar_radius': 0.9997998999332833}",Moderate
CONFIRMED,8.10363271,2.11,52.82,687.0,4861.0,0.732,0.733,,3.161,887.9,kepler,51.12437705478299,"{'planetary_radius': 0.9253312052512025, 'insolation_flux': 0.20662201862620277, 'equilibrium_temp': 0, 'orbital_period': 0.8095865196612659, 'stellar_temp': 0.5415, 'stellar_radius': 0.9376050469958349}",Moderate
CONFIRMED,4.71510843,1.46,108.84,823.0,4861.0,0.732,0.733,,2.506,417.5,kepler,48.34341628924764,"{'planetary_radius': 0.9621563564279755, 'insolation_flux': 0.06202421721699092, 'equilibrium_temp': 0, 'orbital_period': 0.7825094931004426, 'stellar_temp': 0.5415, 'stellar_radius': 0.9376050469958349}",Moderate
CONFIRMED,6.365839713,2.44,165.33,914.0,5776.0,0.849,0.939,,2.9721,780.7,kepler,50.12549183906738,"{'planetary_radius': 0.9108001960694889, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7975182049653509, 'stellar_temp': 0.999, 'stellar_radius': 0.967260781465842}",Moderate
FALSE POSITIVE,5.97581754,3.86,284.25,1047.0,6108.0,0.997,1.072,,3.065,962.4,kepler,47.23856337285202,"{'planetary_radius': 0.8649332816523261, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.794356943230254, 'stellar_temp': 0.835, 'stellar_radius': 0.9993990981959403}",Moderate
FALSE POSITIVE,2.446737317,26.25,597.19,1261.0,5764.0,0.863,0.959,,4.7211,1177.9,kepler,42.47674813452271,"{'planetary_radius': 0.6732334010962367, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7497086689534318, 'stellar_temp': 0.993, 'stellar_radius': 0.9705318824202582}",Moderate
CONFIRMED,7.95825328,1.06,314.15,1074.0,5847.0,1.402,1.113,,4.377,50.0,kepler,52.22910723099552,"{'planetary_radius': 0.9941731091876024, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.8086813743979846, 'stellar_temp': 0.9655, 'stellar_radius': 0.9324200422775204}",Moderate
CONFIRMED,13.23352214,3.06,146.67,888.0,5739.0,1.384,1.083,,6.7372,504.6,kepler,49.52493712651771,"{'planetary_radius': 0.888158508403571, 'insolation_flux': 0.002362966948267209, 'equilibrium_temp': 0, 'orbital_period': 0.8341085557899371, 'stellar_temp': 0.9805, 'stellar_radius': 0.9350044285609045}",Moderate
CONFIRMED,6.15560285,2.32,406.94,1146.0,5739.0,1.384,1.083,,4.9843,285.0,kepler,49.913710910254714,"{'planetary_radius': 0.9158432814321782, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7958390324484845, 'stellar_temp': 0.9805, 'stellar_radius': 0.9350044285609045}",Moderate
CONFIRMED,2.090811305,1.62,1718.04,1642.0,5739.0,1.384,1.083,,3.388,115.9,kepler,50.45122875718786,"{'planetary_radius': 0.9517573850755707, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7418485062116219, 'stellar_temp': 0.9805, 'stellar_radius': 0.9350044285609045}",Moderate
CONFIRMED,3.180027898,1.53,1066.86,1458.0,5847.0,1.402,1.113,,3.5797,120.3,kepler,50.66945096471396,"{'planetary_radius': 0.9574732264595656, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7628153959539384, 'stellar_temp': 0.9655, 'stellar_radius': 0.9324200422775204}",Moderate
CONFIRMED,50.4467417,2.67,24.64,568.0,5739.0,1.384,1.083,,7.159,370.3,kepler,59.522099086914324,"{'planetary_radius': 0.9017921527587842, 'insolation_flux': 0.3591257722669362, 'equilibrium_temp': 0, 'orbital_period': 0.901016805467288, 'stellar_temp': 0.9805, 'stellar_radius': 0.9350044285609045}",Moderate
CONFIRMED,11.76307164,2.35,33.99,616.0,4959.0,0.756,0.849,,2.9076,1037.3,kepler,53.71389981999508,"{'planetary_radius': 0.9145584671843933, 'insolation_flux': 0.29478672725839505, 'equilibrium_temp': 0, 'orbital_period': 0.828219152580602, 'stellar_temp': 0.5905, 'stellar_radius': 0.9440572194394792}",Moderate
CONFIRMED,56.2279271,2.37,4.22,366.0,4959.0,0.756,0.849,,3.57,862.7,kepler,64.90185634468209,"{'planetary_radius': 0.9137110044852961, 'insolation_flux': 0.7120329743904159, 'equilibrium_temp': 0, 'orbital_period': 0.9064415753165396, 'stellar_temp': 0.5905, 'stellar_radius': 0.9440572194394792}",High
FALSE POSITIVE,2.384052875,17.06,244.87,1010.0,4794.0,0.701,0.683,,3.0918,1268.1,kepler,38.69865292058039,"{'planetary_radius': 0.7163263457936467, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.748410993871854, 'stellar_temp': 0.508, 'stellar_radius': 0.9289505216104906}",Low
CONFIRMED,7.953547,2.25,55.37,696.0,4768.0,0.779,0.759,,2.6312,875.4,kepler,50.283793435093294,"{'planetary_radius': 0.9189069783783671, 'insolation_flux': 0.19719241383302477, 'equilibrium_temp': 0, 'orbital_period': 0.8086517971028048, 'stellar_temp': 0.495, 'stellar_radius': 0.9500511533777223}",Moderate
CONFIRMED,4.14451656,1.48,132.08,864.0,4768.0,0.779,0.759,,2.3421,391.8,kepler,46.86769255503494,"{'planetary_radius': 0.9607957912223977, 'insolation_flux': 0.023318440077625402, 'equilibrium_temp': 0, 'orbital_period': 0.7760602049533774, 'stellar_temp': 0.495, 'stellar_radius': 0.9500511533777223}",Moderate
CONFIRMED,3.76181843,2.66,372.62,1121.0,5653.0,0.949,0.974,,3.5176,510.6,kepler,49.09983535867802,"{'planetary_radius': 0.9021673877206392, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7712160207431058, 'stellar_temp': 0.9375, 'stellar_radius': 0.9895307039255582}",Moderate
CONFIRMED,8.20396958,3.01,71.5,742.0,5015.0,0.826,0.785,,2.9667,1024.4,kepler,49.441550050569234,"{'planetary_radius': 0.8898059921239215, 'insolation_flux': 0.14606051006000764, 'equilibrium_temp': 0, 'orbital_period': 0.8102018040812554, 'stellar_temp': 0.6185, 'stellar_radius': 0.9617678989077681}",Moderate
CONFIRMED,14.49645186,3.01,33.48,613.0,5015.0,0.826,0.785,,4.016,647.5,kepler,53.51993896492093,"{'planetary_radius': 0.8898059921239215, 'insolation_flux': 0.29781035087574514, 'equilibrium_temp': 0, 'orbital_period': 0.8386660934770807, 'stellar_temp': 0.6185, 'stellar_radius': 0.9617678989077681}",Moderate
CONFIRMED,6.54626149,2.19,101.78,810.0,5251.0,0.817,0.926,,2.75,655.9,kepler,49.686267114180495,"{'planetary_radius': 0.9216098456171591, 'insolation_flux': 0.07543727576786274, 'equilibrium_temp': 0, 'orbital_period': 0.7989156035591286, 'stellar_temp': 0.7364999999999999, 'stellar_radius': 0.9595767631755732}",Moderate
CONFIRMED,12.71809866,2.31,23.6,562.0,4702.0,0.686,0.67,,3.0957,1149.4,kepler,54.2463682248315,"{'planetary_radius': 0.9162752475466298, 'insolation_flux': 0.3677506575936871, 'equilibrium_temp': 0, 'orbital_period': 0.832122200984668, 'stellar_temp': 0.46199999999999997, 'stellar_radius': 0.9246244697487497}",Moderate
CONFIRMED,36.06588163,2.64,5.88,397.0,4702.0,0.686,0.67,,4.3246,1563.8,kepler,61.31538441802159,"{'planetary_radius': 0.9029221082841775, 'insolation_flux': 0.6456886476178929, 'equilibrium_temp': 0, 'orbital_period': 0.88423826303052, 'stellar_temp': 0.46199999999999997, 'stellar_radius': 0.9246244697487497}",High
CONFIRMED,3.709870784,4.35,415.1,1151.0,5727.0,0.978,1.013,,3.0694,2020.3,kepler,48.01743435388664,"{'planetary_radius': 0.8529824154899408, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7705207498135738, 'stellar_temp': 0.9745, 'stellar_radius': 0.995550878210536}",Moderate
CONFIRMED,16.3297527,3.75,66.08,727.0,5878.0,0.987,0.989,,6.271,1187.5,kepler,53.01351995060576,"{'planetary_radius': 0.8678244160017681, 'insolation_flux': 0.1618267741574554, 'equilibrium_temp': 0, 'orbital_period': 0.8446203356164987, 'stellar_temp': 0.95, 'stellar_radius': 0.997382952090269}",Moderate
CONFIRMED,24.99324319,2.29,60.88,712.0,5718.0,1.317,0.961,,5.9409,269.6,kepler,55.05347628942686,"{'planetary_radius': 0.9171448182433852, 'insolation_flux': 0.17821905728931386, 'equilibrium_temp': 0, 'orbital_period': 0.8659011732653612, 'stellar_temp': 0.97, 'stellar_radius': 0.9449287154477712}",Moderate
CONFIRMED,10.35533116,2.47,86.22,777.0,5501.0,0.918,0.891,,3.1775,750.6,kepler,51.75073652531926,"{'planetary_radius': 0.9095781849360114, 'insolation_flux': 0.10861956613620227, 'equilibrium_temp': 0, 'orbital_period': 0.8218459712195514, 'stellar_temp': 0.8614999999999999, 'stellar_radius': 0.9828884223276707}",Moderate
CONFIRMED,16.08518937,3.68,33.43,613.0,5239.0,0.826,0.83,,3.984,1442.4,kepler,54.09649117737199,"{'planetary_radius': 0.869708724781916, 'insolation_flux': 0.2981092599135986, 'equilibrium_temp': 0, 'orbital_period': 0.8438658441535694, 'stellar_temp': 0.7304999999999999, 'stellar_radius': 0.9617678989077681}",Moderate
CONFIRMED,7.49018305,2.56,76.06,753.0,5103.0,0.787,0.823,,2.7297,1123.6,kepler,49.96434427438629,"{'planetary_radius': 0.9059992741508529, 'insolation_flux': 0.13369549949997717, 'equilibrium_temp': 0, 'orbital_period': 0.8056505592926011, 'stellar_temp': 0.6625, 'stellar_radius': 0.9520945938870532}",Moderate
CONFIRMED,36.2761238,3.03,9.29,445.0,5103.0,0.787,0.823,,4.7865,1572.6,kepler,60.76038121057938,"{'planetary_radius': 0.8891437380478723, 'insolation_flux': 0.5542122894348506, 'equilibrium_temp': 0, 'orbital_period': 0.8845288863836678, 'stellar_temp': 0.6625, 'stellar_radius': 0.9520945938870532}",High
CONFIRMED,17.46087931,2.32,24.6,568.0,5103.0,0.787,0.823,,2.2641,812.4,kepler,56.32672962766405,"{'planetary_radius': 0.9158432814321782, 'insolation_flux': 0.35945071141233664, 'equilibrium_temp': 0, 'orbital_period': 0.8479690429955018, 'stellar_temp': 0.6625, 'stellar_radius': 0.9520945938870532}",Moderate
CONFIRMED,5.715425977,2.47,123.03,850.0,5237.0,0.826,0.927,,2.5242,908.1,kepler,48.25033729250688,"{'planetary_radius': 0.9095781849360114, 'insolation_flux': 0.03751435438558448, 'equilibrium_temp': 0, 'orbital_period': 0.7921293390248082, 'stellar_temp': 0.7295, 'stellar_radius': 0.9617678989077681}",Moderate
CONFIRMED,20.0261412,2.28,23.14,559.0,5237.0,0.826,0.927,,1.611,421.2,kepler,57.47172777154407,"{'planetary_radius': 0.917582455703365, 'insolation_flux': 0.37168745564689387, 'equilibrium_temp': 0, 'orbital_period': 0.854822821473193, 'stellar_temp': 0.7295, 'stellar_radius': 0.9617678989077681}",Moderate
FALSE POSITIVE,10.44331991,2.66,46.94,667.0,4947.0,0.802,0.769,,2.743,1159.8,kepler,51.667714248546595,"{'planetary_radius': 0.9021673877206392, 'insolation_flux': 0.23022596191542455, 'equilibrium_temp': 0, 'orbital_period': 0.8222690240157425, 'stellar_temp': 0.5845, 'stellar_radius': 0.9558706657768755}",Moderate
CONFIRMED,2.237489571,1.41,427.17,1160.0,5265.0,0.81,0.91,,1.8119,315.8,kepler,48.645896085273925,"{'planetary_radius': 0.9656410295609923, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7452386229759808, 'stellar_temp': 0.7435, 'stellar_radius': 0.9578557937368695}",Moderate
CONFIRMED,3.167893418,2.62,526.23,1221.0,5895.0,0.94,1.026,,2.1814,781.2,kepler,49.089844032686564,"{'planetary_radius': 0.9036825682226994, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7626242389723671, 'stellar_temp': 0.9415, 'stellar_radius': 0.9876249192563825}",Moderate
CONFIRMED,4.311780262,3.11,274.84,1038.0,5527.0,0.927,0.956,,2.7251,1154.0,kepler,48.045714519025246,"{'planetary_radius': 0.8865377273808858, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7780384411014952, 'stellar_temp': 0.8745, 'stellar_radius': 0.9848396573167436}",Moderate
CONFIRMED,20.0504494,2.69,35.44,622.0,5527.0,0.927,0.956,,4.556,840.9,kepler,56.410203835475905,"{'planetary_radius': 0.9010458806386252, 'insolation_flux': 0.28643177485262394, 'equilibrium_temp': 0, 'orbital_period': 0.8548834758417834, 'stellar_temp': 0.8745, 'stellar_radius': 0.9848396573167436}",Moderate
CONFIRMED,9.76734503,2.67,92.46,791.0,5527.0,0.927,0.956,,1.6585,569.1,kepler,51.27831359220117,"{'planetary_radius': 0.9017921527587842, 'insolation_flux': 0.09464477628798418, 'equilibrium_temp': 0, 'orbital_period': 0.8189231315654333, 'stellar_temp': 0.8745, 'stellar_radius': 0.9848396573167436}",Moderate
FALSE POSITIVE,2.861159894,4.37,797.1,1355.0,6126.0,1.021,1.09,,1.8832,1014.3,kepler,46.39025095815871,"{'planetary_radius': 0.8525236990892502, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7575322524663729, 'stellar_temp': 0.8260000000000001, 'stellar_radius': 0.9958434921634943}",Moderate
CONFIRMED,26.44439337,3.91,23.54,562.0,5427.0,0.929,0.915,,3.9783,1843.5,kepler,56.97446688583724,"{'planetary_radius': 0.8636462626002726, 'insolation_flux': 0.3682597796335739, 'equilibrium_temp': 0, 'orbital_period': 0.8687231057158014, 'stellar_temp': 0.8245, 'stellar_radius': 0.9852706919663403}",Moderate
CONFIRMED,5.902245782,2.43,173.74,926.0,5427.0,0.929,0.915,,2.9003,702.3,kepler,48.44505512221053,"{'planetary_radius': 0.9112108742647543, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.79373754344362, 'stellar_temp': 0.8245, 'stellar_radius': 0.9852706919663403}",Moderate
CONFIRMED,2.382951591,1.86,583.01,1253.0,5427.0,0.929,0.915,,1.8876,391.6,kepler,48.79350291314125,"{'planetary_radius': 0.937942351227489, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7483878916484882, 'stellar_temp': 0.8245, 'stellar_radius': 0.9852706919663403}",Moderate
CONFIRMED,21.02250608,3.07,17.48,521.0,5067.0,0.75,0.789,,4.1072,1772.5,kepler,57.05950415726795,"{'planetary_radius': 0.8878322438400894, 'insolation_flux': 0.4277885259545221, 'equilibrium_temp': 0, 'orbital_period': 0.8572505765654002, 'stellar_temp': 0.6445000000000001, 'stellar_radius': 0.9424635855096438}",Moderate
CONFIRMED,3.219814777,1.69,234.93,998.0,5103.0,0.787,0.823,,2.0642,488.2,kepler,47.445658274930416,"{'planetary_radius': 0.9475271471065018, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7634370892300104, 'stellar_temp': 0.6625, 'stellar_radius': 0.9520945938870532}",Moderate
CONFIRMED,5.912273234,1.73,27.72,585.0,4072.0,0.57,0.586,,2.3254,961.4,kepler,50.590970159106,"{'planetary_radius': 0.9451878591490313, 'insolation_flux': 0.3355691651356596, 'equilibrium_temp': 0, 'orbital_period': 0.7938224174397108, 'stellar_temp': 0.14700000000000002, 'stellar_radius': 0.8875762163692917}",Moderate
CONFIRMED,8.98581901,1.65,15.9,509.0,4072.0,0.57,0.586,,2.8606,881.3,kepler,53.721492481219734,"{'planetary_radius': 0.9499224712087511, 'insolation_flux': 0.44673617815476274, 'equilibrium_temp': 0, 'orbital_period': 0.814753280924168, 'stellar_temp': 0.14700000000000002, 'stellar_radius': 0.8875762163692917}",Moderate
FALSE POSITIVE,20.5452375,2.41,71.57,742.0,5670.0,1.264,0.937,,2.517,218.5,kepler,53.79448205882912,"{'planetary_radius': 0.9120373252497437, 'insolation_flux': 0.14586480164989868, 'equilibrium_temp': 0, 'orbital_period': 0.8561023555814007, 'stellar_temp': 0.946, 'stellar_radius': 0.9531437408550668}",Moderate
CONFIRMED,6.76652928,1.97,120.48,845.0,5149.0,0.93,0.882,,2.9004,450.7,kepler,48.79661298020477,"{'planetary_radius': 0.9321966457250103, 'insolation_flux': 0.04170324718968332, 'equilibrium_temp': 0, 'orbital_period': 0.8005703121547214, 'stellar_temp': 0.6855, 'stellar_radius': 0.985485861433033}",Moderate
CONFIRMED,4.347288783,2.36,449.79,1174.0,5754.0,1.122,1.014,,2.1024,451.6,kepler,49.97338750172769,"{'planetary_radius': 0.9141338380962482, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7784485165940753, 'stellar_temp': 0.988, 'stellar_radius': 0.976977438579899}",Moderate
CONFIRMED,4.601811819,2.35,152.91,896.0,4986.0,0.833,0.793,,2.2607,755.9,kepler,46.10696640322251,"{'planetary_radius': 0.9145584671843933, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7812934024506005, 'stellar_temp': 0.604, 'stellar_radius': 0.9634556726369411}",Moderate
CONFIRMED,11.18719905,1.55,46.65,667.0,4986.0,0.833,0.793,,3.252,353.6,kepler,53.58624299994932,"{'planetary_radius': 0.9561745069068844, 'insolation_flux': 0.23146541454132952, 'equilibrium_temp': 0, 'orbital_period': 0.8257094066024839, 'stellar_temp': 0.604, 'stellar_radius': 0.9634556726369411}",Moderate
CONFIRMED,5.95489993,2.33,38.52,635.0,4261.0,0.633,0.64,,2.3892,1410.7,kepler,49.10603857961418,"{'planetary_radius': 0.915413173242239, 'insolation_flux': 0.2697644826140151, 'equilibrium_temp': 0, 'orbital_period': 0.794181617383459, 'stellar_temp': 0.24150000000000005, 'stellar_radius': 0.9085430286324079}",Moderate
CONFIRMED,12.03987488,2.18,15.06,502.0,4261.0,0.633,0.64,,2.7363,1250.6,kepler,54.353350399484945,"{'planetary_radius': 0.9220675123199003, 'insolation_flux': 0.45759155552565045, 'equilibrium_temp': 0, 'orbital_period': 0.8293820998584644, 'stellar_temp': 0.24150000000000005, 'stellar_radius': 0.9085430286324079}",Moderate
CONFIRMED,20.83762895,1.42,7.24,418.0,4261.0,0.633,0.64,,2.3734,439.0,kepler,59.57572768922904,"{'planetary_radius': 0.964934312838683, 'insolation_flux': 0.604075758720475, 'equilibrium_temp': 0, 'orbital_period': 0.8568089192894641, 'stellar_temp': 0.24150000000000005, 'stellar_radius': 0.9085430286324079}",Moderate
CONFIRMED,23.58917143,3.16,13.34,487.0,4919.0,0.721,0.697,,5.073,1200.7,kepler,57.6024354322643,"{'planetary_radius': 0.8849427972401179, 'insolation_flux': 0.48184659190250445, 'equilibrium_temp': 0, 'orbital_period': 0.8630102859195329, 'stellar_temp': 0.5705, 'stellar_radius': 0.9345767716605624}",Moderate
CONFIRMED,6.481633073,2.54,406.25,1145.0,5945.0,1.302,1.009,,3.784,298.5,kepler,49.08880143583258,"{'planetary_radius': 0.9067835918969555, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7984195222710293, 'stellar_temp': 0.9165, 'stellar_radius': 0.9472196912427245}",Moderate
CONFIRMED,10.37168928,3.2,63.68,720.0,5121.0,0.888,0.822,,3.035,1254.9,kepler,50.556660256421736,"{'planetary_radius': 0.8836849190194319, 'insolation_flux': 0.16922589169277447, 'equilibrium_temp': 0, 'orbital_period': 0.8219248929509388, 'stellar_temp': 0.6715, 'stellar_radius': 0.9762432928020066}",Moderate
CONFIRMED,3.96996298,1.78,229.37,992.0,5121.0,0.888,0.822,,1.1757,299.2,kepler,47.605463730641944,"{'planetary_radius': 0.9423386635696006, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7739087359543892, 'stellar_temp': 0.6715, 'stellar_radius': 0.9762432928020066}",Moderate
CONFIRMED,4.40841331,2.66,398.0,1139.0,6007.0,0.961,0.968,,5.012,549.4,kepler,48.671707151825274,"{'planetary_radius': 0.9021673877206392, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7791466390217944, 'stellar_temp': 0.8855, 'stellar_radius': 0.9920438259976311}",Moderate
FALSE POSITIVE,7.9426176,4.68,140.57,878.0,5811.0,0.926,1.036,,6.703,1590.7,kepler,48.48552712057813,"{'planetary_radius': 0.8456701890070445, 'insolation_flux': 0.010858882931265135, 'equilibrium_temp': 0, 'orbital_period': 0.8085830421421132, 'stellar_temp': 0.9835, 'stellar_radius': 0.9846237911328085}",Moderate
CONFIRMED,11.523067458,3.13,174.81,927.0,5644.0,1.411,1.053,,3.8757,507.3,kepler,48.834486734267415,"{'planetary_radius': 0.8858966995447938, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.8271884420794283, 'stellar_temp': 0.933, 'stellar_radius': 0.9311402654258646}",Moderate
CONFIRMED,20.47748843,2.92,18.65,530.0,5097.0,0.779,0.891,,2.8364,1382.4,kepler,57.06064624098205,"{'planetary_radius': 0.8928416383719809, 'insolation_flux': 0.4148307707820351, 'equilibrium_temp': 0, 'orbital_period': 0.8559372053383137, 'stellar_temp': 0.6595, 'stellar_radius': 0.9500511533777223}",Moderate
CONFIRMED,3.336123113,1.74,209.79,970.0,5097.0,0.779,0.891,,1.9616,516.3,kepler,47.335714095989914,"{'planetary_radius': 0.9446114886773562, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.765211366878062, 'stellar_temp': 0.6595, 'stellar_radius': 0.9500511533777223}",Moderate
CONFIRMED,7.41113177,2.45,158.11,905.0,5849.0,0.919,1.014,,2.5242,620.5,kepler,49.923467325957084,"{'planetary_radius': 0.9103911975443364, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.8051200556253444, 'stellar_temp': 0.9645, 'stellar_radius': 0.98310616867471}",Moderate
FALSE POSITIVE,1.000747038,4.14,1635.2,1620.0,5472.0,0.79,0.718,,0.9967,1823.5,kepler,46.02227265720485,"{'planetary_radius': 0.8579304212162777, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7050082354237596, 'stellar_temp': 0.847, 'stellar_radius': 0.952855533295786}",Moderate
CONFIRMED,10.00653012,3.52,139.21,876.0,6063.0,1.001,1.079,,5.344,936.1,kepler,48.320027529456354,"{'planetary_radius': 0.8741539010389994, 'insolation_flux': 0.012803283119904862, 'equilibrium_temp': 0, 'orbital_period': 0.8201327920621837, 'stellar_temp': 0.8575, 'stellar_radius': 0.9998000999333834}",Moderate
CONFIRMED,2.211116989,1.85,177.19,931.0,4500.0,0.646,0.71,,1.6485,724.2,kepler,43.77394518858056,"{'planetary_radius': 0.9384814360909767, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7446457881050796, 'stellar_temp': 0.361, 'stellar_radius': 0.912608844960093}",Moderate
CONFIRMED,27.9541337,1.9,6.04,400.0,4500.0,0.646,0.71,,3.95,942.5,kepler,60.97045402368867,"{'planetary_radius': 0.9358146113827606, 'insolation_flux': 0.6403191976106553, 'equilibrium_temp': 0, 'orbital_period': 0.871499151713901, 'stellar_temp': 0.361, 'stellar_radius': 0.912608844960093}",High
CONFIRMED,12.69104387,2.57,244.3,1008.0,5869.0,1.626,1.019,,3.7727,252.1,kepler,49.547316535638814,"{'planetary_radius': 0.9056094101092872, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.832015724348582, 'stellar_temp': 0.9545, 'stellar_radius': 0.9027753977748763}",Moderate
CONFIRMED,6.308201629,2.96,106.44,819.0,5191.0,0.837,0.937,,2.9785,1328.5,kepler,48.264228046938534,"{'planetary_radius': 0.8914810731664031, 'insolation_flux': 0.06648371077810233, 'equilibrium_temp': 0, 'orbital_period': 0.7970634290986548, 'stellar_temp': 0.7065, 'stellar_radius': 0.9644137583014677}",Moderate
CONFIRMED,21.22261195,2.48,83.56,771.0,5945.0,1.302,1.009,,6.5093,366.0,kepler,52.62574067426469,"{'planetary_radius': 0.9091741439823109, 'insolation_flux': 0.11488701266232704, 'equilibrium_temp': 0, 'orbital_period': 0.8577242582023554, 'stellar_temp': 0.9165, 'stellar_radius': 0.9472196912427245}",Moderate
CONFIRMED,13.81020318,4.56,113.75,833.0,5942.0,1.142,1.009,,3.048,1309.7,kepler,49.187648543636655,"{'planetary_radius': 0.8482677376473705, 'insolation_flux': 0.05319938843378813, 'equilibrium_temp': 0, 'orbital_period': 0.8362412814604658, 'stellar_temp': 0.918, 'stellar_radius': 0.9734437777532363}",Moderate
CONFIRMED,4.093578461,2.85,461.07,1182.0,6077.0,0.999,1.077,,2.5833,538.6,kepler,48.11646124994284,"{'planetary_radius': 0.8952681005719441, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7754418733118094, 'stellar_temp': 0.8505, 'stellar_radius': 0.9997998999332833}",Moderate
CONFIRMED,10.8484518,2.34,14.66,499.0,4201.0,0.591,0.609,,2.9993,1675.6,kepler,53.85471463198763,"{'planetary_radius': 0.914984907063039, 'insolation_flux': 0.462975460708299, 'equilibrium_temp': 0, 'orbital_period': 0.8241720163965027, 'stellar_temp': 0.21150000000000002, 'stellar_radius': 0.8948121476847922}",Moderate
